rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,805811,Bryce Eldridge,SF,MIN,2026-09-22T01:45:00Z,Scheduled,2,Zebby Matthews,805673,R,61.7,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",68.7,54.7,19.3,95.5,80.0,48.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"platoon edge; pitcher baseline 10.5% barrel, 19.7 HR allowed",EV profile; pitcher fly-ball pressure modest,15.55,57.18,93.57,103.331,0.4799,0.2442,0.3608,72.86,28.22,37.71,36.28,11.9,0.156,10.53,41.18,90.25,0.4344,0.1802,28.36,,,Oracle Park,
2,695578,James Wood,WSH,DET,2026-09-21T22:40:00Z,Scheduled,1,River Ryan,689981,R,60.5,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",78.6,41.2,27.6,88.7,80.0,18.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",EV profile; pitcher fly-ball pressure modest,18.5,57.7,94.93,106.2965,0.5427,0.2729,0.396,76.56,66.5,32.92,24.31,30.3,0.2407,,,,,,,,,Comerica Park,
3,624413,Pete Alonso,BAL,TOR,2026-09-21T22:35:00Z,Scheduled,2,Trey Yesavage,702056,R,58.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",73.3,32.6,32.1,95.5,50.0,69.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.6% barrel, 7.0 HR allowed",EV profile; pitcher fly-ball pressure modest,15.82,55.66,93.85,104.2744,0.5552,0.2759,0.393,74.78,48.51,36.5,30.67,38.0,0.2415,6.58,42.25,90.01,0.3414,0.1261,25.46,,,Oriole Park at Camden Yards,
4,691181,Emmanuel Rodriguez,MIN,SF,2026-09-22T01:45:00Z,Scheduled,7,Blade Tidwell,694918,R,54.5,Longshot,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Platoon Edge",80.1,38.9,19.3,59.8,80.0,6.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 6.1 HR allowed",EV profile; pitcher fly-ball pressure modest,23.5,58.8,94.1,104.0493,0.524,0.264,0.343,76.6,76.1,41.2,29.4,1.0,0.207,9.45,34.4,87.99,0.4129,0.1614,26.7,,,Oracle Park,
5,682985,Riley Greene,DET,WSH,2026-09-21T22:40:00Z,Scheduled,5,DJ Herz,687792,L,52.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",61.9,41.2,27.6,81.9,50.0,50.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.7,46.62,90.18,102.552,0.5029,0.2452,0.3614,75.67,58.29,39.12,33.31,25.5,0.2091,,,,,,,,,Comerica Park,
6,695734,Daylen Lile,WSH,DET,2026-09-21T22:40:00Z,Scheduled,2,River Ryan,689981,R,49.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.2,41.2,27.6,95.5,80.0,64.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.28,38.56,88.69,99.0763,0.4469,0.1761,0.3326,70.78,9.92,40.45,33.81,18.1,0.192,,,,,,,,,Comerica Park,
7,672960,Kazuma Okamoto,TOR,BAL,2026-09-21T22:35:00Z,Scheduled,6,Shane Baz,669358,R,49.7,Longshot,Watch List,"Projected Lineup, Strong Barrel",53.6,41.8,32.1,71.7,50.0,53.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.7% barrel, 18.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.5,43.9,90.5,101.2996,0.45,0.226,0.329,73.0,33.6,51.8,34.0,33.0,0.226,7.68,41.22,89.91,0.3937,0.149,25.92,,,Oriole Park at Camden Yards,
8,665019,Kody Clemens,MIN,SF,2026-09-22T01:45:00Z,Scheduled,3,Blade Tidwell,694918,R,49.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.0,38.9,19.3,92.1,80.0,0.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 6.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.58,46.69,91.92,101.4284,0.4587,0.209,0.3338,72.06,14.42,46.43,33.25,23.9,0.2238,9.45,34.4,87.99,0.4129,0.1614,26.7,,,Oracle Park,
9,691723,Coby Mayo,BAL,TOR,2026-09-21T22:35:00Z,Scheduled,4,Trey Yesavage,702056,R,49.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",52.2,32.6,32.1,90.4,50.0,46.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.41,44.33,90.17,102.476,0.4414,0.2167,0.3206,75.47,56.07,49.34,33.69,20.1,0.2221,6.58,42.25,90.01,0.3414,0.1261,25.46,,,Oriole Park at Camden Yards,
10,693307,Dillon Dingler,DET,WSH,2026-09-21T22:40:00Z,Scheduled,4,DJ Herz,687792,L,49.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",42.3,41.2,27.6,90.4,78.0,28.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.69,43.46,89.02,100.5196,0.465,0.1955,0.3427,71.77,15.97,41.5,28.5,22.8,0.189,,,,,,,,,Comerica Park,
